,sex,age,geo_niv_0,geo_niv_1,geo_niv_2,region,icd10_niv_0,icd10_nom_niv_0,icd10_niv_1,icd10_nom_niv_1,icd10_niv_2,icd10_nom_niv_2,icd10_niv_3,maladies,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
3369,M,TOTAL,FR,FR5,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,21.38,21.11,20.39,21.96,22.38,18.7,21.4,20.1,16.1,17.2,16.3,16.8,18.5,13.0,11.5,11.9,11.6,8.3,7.4,6.9,6.1,6.1
3370,M,TOTAL,FR,FR6,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,21.94,17.12,19.07,22.88,17.86,18.1,18.0,19.1,18.6,19.0,16.8,14.4,16.6,13.9,13.4,10.5,9.2,8.7,8.1,5.6,4.9,3.6
3371,M,TOTAL,FR,FR6,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,26.42,24.78,26.23,28.72,26.27,24.6,25.4,24.7,22.9,21.4,23.6,20.1,19.0,17.9,15.7,12.8,10.8,11.1,6.4,6.5,8.3,6.0
3372,M,TOTAL,FR,FR6,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,25.36,20.56,22.81,24.17,26.08,20.1,23.7,18.7,16.0,18.6,20.2,16.8,15.5,12.9,8.4,7.2,5.2,7.9,5.2,5.8,3.5,5.2
3373,M,TOTAL,FR,FR7,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,18.9,16.22,18.56,18.63,16.48,16.2,16.1,15.6,14.1,13.8,12.9,11.0,13.0,9.9,9.1,7.8,6.2,5.9,4.9,4.4,4.7,4.4
3374,M,TOTAL,FR,FR7,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,19.19,15.6,18.38,19.03,17.7,18.8,19.8,18.9,17.1,17.0,16.3,15.2,14.6,13.0,13.8,10.8,10.1,7.4,5.8,6.3,4.5,4.2
3375,M,TOTAL,FR,FR8,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,22.42,24.09,22.7,24.18,21.89,24.3,22.0,23.7,23.9,22.0,23.2,17.2,20.2,15.5,16.2,12.7,12.3,12.2,9.3,9.4,7.6,7.6
3376,M,TOTAL,FR,FR8,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,20.56,19.5,18.79,22.75,22.29,18.3,22.1,19.9,18.7,16.7,16.9,15.0,15.1,13.1,13.5,11.8,8.3,8.6,6.1,7.1,6.1,5.3
3377,M,TOTAL,FR,FR8,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,13.75,15.14,14.62,17.99,12.3,23.6,21.3,21.5,17.0,12.5,17.6,15.1,8.0,10.4,9.1,3.8,9.4,7.1,6.3,6.3,3.9,4.7
3378,M,TOTAL,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,: ,,,10.29,11.11,12.9,9.5,11.4,8.1,5.7,5.7,7.2,8.2,6.8,2.9,,,,,,,
3379,M,TOTAL,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,: ,,,12.93,23.92,24.2,15.3,12.5,17.9,16.2,8.6,11.9,14.1,10.9,12.6,,,,,,,
3380,M,TOTAL,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,: ,,,2.48,2.53,0.9,0.9,,,1.0,2.0,1.0,,1.1,1.2,,,,,,,
3381,M,TOTAL,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G30,Maladie d'Alzheimer,: ,,,4.2,6.21,6.3,4.3,4.3,3.3,5.2,3.2,3.2,3.3,1.9,1.4,,,,,,,
3382,M,TOTAL,FR,FR,FR,France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,45.71,42.18,42.47,43.49,42.13,41.3,40.4,39.8,37.6,37.1,36.8,33.0,36.2,32.7,32.0,,,,,,,
3383,M,TOTAL,FR,FR1,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,30.21,28.37,29.14,30.42,30.07,29.8,27.0,27.5,24.5,26.1,26.1,22.7,26.2,23.4,22.8,21.4,18.2,17.0,17.3,15.2,16.1,16.3
3384,M,TOTAL,FR,FR2,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,51.2,40.62,44.04,45.55,44.82,45.8,36.2,44.5,37.6,39.4,42.5,37.2,36.6,32.8,33.7,28.8,26.8,21.7,18.6,19.7,17.1,17.8
3385,M,TOTAL,FR,FR2,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,43.87,39.44,48.28,46.84,44.99,44.0,38.8,41.3,38.3,39.3,38.3,30.9,33.8,29.8,31.4,30.0,22.2,23.9,22.0,18.5,18.7,19.1
3386,M,TOTAL,FR,FR2,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,41.74,42.21,39.02,35.39,37.96,40.4,43.3,40.4,35.4,38.6,37.7,33.9,36.3,34.9,27.5,30.1,26.2,23.6,23.2,19.6,24.3,21.3
3387,M,TOTAL,FR,FR2,FR24,Centre  ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,48.94,48.39,51.29,48.29,48.49,51.4,47.0,45.3,43.3,43.6,41.9,35.9,43.3,34.6,40.1,35.5,30.8,30.4,26.7,24.6,24.4,23.0
3388,M,TOTAL,FR,FR2,FR25,Basse-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,53.65,53.95,55.71,57.0,49.63,55.0,50.6,48.1,46.4,42.3,46.2,36.5,40.6,37.7,42.2,31.8,31.5,26.8,24.6,21.7,20.7,21.3
3389,M,TOTAL,FR,FR2,FR26,Bourgogne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,58.92,51.11,51.46,55.21,52.79,53.5,50.8,48.5,49.7,45.1,43.4,40.1,48.4,39.6,39.4,34.8,29.4,28.3,23.9,24.9,22.6,23.4
3390,M,TOTAL,FR,FR3,FR30,Nord - Pas-de-Calais ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,46.28,41.78,42.33,43.72,42.12,39.3,41.4,38.7,36.6,33.2,35.7,32.5,32.3,30.8,28.7,28.7,21.6,20.5,21.9,18.1,17.4,15.6
3391,M,TOTAL,FR,FR4,FR41,Lorraine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,44.63,39.38,41.55,41.18,41.17,36.5,35.8,37.0,35.1,35.2,35.2,28.4,30.0,28.7,26.2,27.6,21.8,18.4,17.7,17.1,18.1,18.2
3392,M,TOTAL,FR,FR4,FR42,Alsace ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,41.16,34.27,32.7,36.3,29.12,32.9,30.9,27.7,27.5,24.8,23.9,24.1,21.9,25.4,22.1,22.1,20.2,17.5,16.5,14.8,17.3,16.8
3393,M,TOTAL,FR,FR4,FR43,Franche-Comte ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,47.98,49.72,43.37,43.77,49.36,42.3,42.2,39.9,36.6,37.5,38.8,37.4,40.6,34.4,29.9,31.1,24.9,24.6,20.4,21.0,21.2,19.4
3394,M,TOTAL,FR,FR5,FR51,Pays de la Loire ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,44.93,41.16,44.17,46.04,38.08,41.5,41.4,38.3,36.9,38.6,34.4,31.3,37.8,31.8,34.5,31.3,26.1,22.9,21.2,22.9,22.5,18.8
3395,M,TOTAL,FR,FR5,FR52,Bretagne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,53.78,46.0,48.95,49.12,46.49,44.2,45.3,44.7,42.8,42.2,40.6,38.1,39.2,37.6,36.1,34.9,28.5,27.2,25.1,25.5,25.6,23.3
3396,M,TOTAL,FR,FR5,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,56.59,53.47,52.06,54.78,51.25,49.2,52.5,47.3,44.3,45.9,43.7,41.5,44.1,37.7,36.0,38.7,33.8,29.1,26.2,22.7,25.0,25.7
3397,M,TOTAL,FR,FR6,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,50.87,42.78,47.4,48.4,43.8,45.0,42.9,43.8,41.3,41.6,42.1,38.3,40.9,37.8,36.9,33.3,29.7,31.7,26.0,25.7,21.5,20.3
3398,M,TOTAL,FR,FR6,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,55.7,53.89,51.69,57.38,54.01,50.2,52.4,49.0,48.5,48.8,48.3,44.4,47.6,45.3,42.8,39.5,32.5,32.1,26.4,26.1,25.4,21.8
3399,M,TOTAL,FR,FR6,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,66.21,58.03,61.95,66.34,65.05,54.7,58.9,59.9,49.7,52.3,55.1,47.0,47.0,46.6,37.8,41.1,34.3,34.3,32.5,31.6,29.2,30.0
3400,M,TOTAL,FR,FR7,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,45.95,41.91,44.72,44.89,41.0,39.8,38.4,38.8,37.5,35.1,33.4,31.6,34.8,31.6,29.8,29.0,23.1,22.4,20.2,20.2,20.4,20.6
3401,M,TOTAL,FR,FR7,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,53.02,48.62,50.74,54.81,50.36,48.4,45.5,50.9,43.6,46.7,42.7,42.7,43.3,43.9,44.6,38.9,32.5,29.6,23.7,29.2,25.7,21.6
3402,M,TOTAL,FR,FR8,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,54.85,52.02,49.13,52.35,50.61,50.2,47.1,50.0,48.8,48.9,47.0,39.6,46.8,38.4,41.1,36.2,32.8,34.0,28.8,27.7,23.7,25.5
3403,M,TOTAL,FR,FR8,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,54.18,50.13,50.73,50.19,49.03,43.1,48.8,45.4,45.7,40.3,41.7,37.5,41.6,36.9,37.5,36.7,27.6,27.7,22.8,24.5,21.7,22.7
3404,M,TOTAL,FR,FR8,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,41.88,40.37,43.21,39.83,42.09,38.0,43.2,47.1,37.5,33.3,34.6,28.7,31.4,29.7,25.7,26.9,25.8,26.0,22.9,17.3,18.1,17.4
3405,M,TOTAL,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,: ,,,35.28,39.12,34.7,37.6,43.3,31.4,30.5,33.0,23.1,39.2,31.1,23.0,,,,,,,
3406,M,TOTAL,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,: ,,,38.23,48.96,54.5,41.0,34.2,46.0,35.6,37.3,34.7,39.7,38.2,33.9,,,,,,,
3407,M,TOTAL,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,: ,,,8.27,8.43,12.2,12.5,18.2,5.6,12.5,10.9,17.4,14.8,13.3,8.1,,,,,,,
3408,M,TOTAL,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H,Maladies du systeme nerveux et des organes des sens ,: ,,,17.79,22.62,23.5,22.9,24.9,22.6,24.3,22.5,20.3,25.2,19.5,18.4,,,,,,,
3409,M,TOTAL,FR,FR,FR,France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,17.44,16.08,15.8,15.89,15.94,16.2,15.8,15.9,15.0,15.2,15.0,14.2,15.6,14.9,14.8,,,,,,,
3410,M,TOTAL,FR,FR1,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,13.36,11.97,11.37,11.75,12.15,12.8,11.4,12.4,10.8,11.6,11.7,10.5,12.0,11.4,11.4,11.1,9.3,8.2,9.7,8.5,9.1,9.2
3411,M,TOTAL,FR,FR2,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,18.24,14.41,16.27,17.02,16.58,18.6,13.8,18.0,13.2,17.2,14.0,15.3,16.2,15.0,15.1,13.6,12.2,9.9,10.8,9.5,9.4,9.5
3412,M,TOTAL,FR,FR2,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,18.23,14.1,18.93,17.57,15.67,15.6,14.3,16.8,15.5,17.7,17.2,14.9,14.2,14.8,15.3,12.4,9.8,12.8,11.9,9.6,10.2,10.6
3413,M,TOTAL,FR,FR2,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,15.1,16.26,14.09,14.67,15.05,16.3,18.1,15.9,15.0,14.6,15.5,15.0,16.5,14.4,12.1,12.9,11.9,11.3,11.3,10.8,13.4,12.2
3414,M,TOTAL,FR,FR2,FR24,Centre  ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,17.94,17.09,17.12,15.8,15.92,17.9,17.2,15.7,15.1,15.1,15.6,14.6,17.8,14.2,18.4,16.8,12.8,13.1,11.6,12.4,12.8,11.8
3415,M,TOTAL,FR,FR2,FR25,Basse-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,21.04,22.86,22.48,20.4,20.55,22.2,21.2,20.1,20.3,16.6,19.9,15.7,18.7,17.3,19.8,15.3,14.6,13.0,12.0,11.5,12.0,12.1
3416,M,TOTAL,FR,FR2,FR26,Bourgogne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,20.48,19.21,19.0,19.87,17.85,19.2,18.6,19.4,18.6,18.7,17.8,14.8,21.9,19.5,18.1,14.7,14.7,11.9,11.2,10.7,10.9,13.6
3417,M,TOTAL,FR,FR3,FR30,Nord - Pas-de-Calais ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,20.34,16.94,18.0,17.72,17.04,17.3,18.9,15.2,15.5,15.8,14.6,14.9,15.3,14.8,15.0,14.1,11.0,10.7,13.2,10.2,10.4,9.9
3418,M,TOTAL,FR,FR4,FR41,Lorraine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,15.96,15.23,14.49,15.71,15.61,15.4,15.3,15.2,15.0,14.4,16.3,13.3,15.0,13.5,13.1,14.7,12.1,8.7,8.7,10.0,11.0,9.8
3419,M,TOTAL,FR,FR4,FR42,Alsace ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,16.66,15.06,13.61,13.09,11.36,15.4,14.5,14.2,12.2,12.1,10.0,12.0,11.1,12.2,13.2,13.0,10.4,9.7,10.3,8.3,11.1,11.1
3420,M,TOTAL,FR,FR4,FR43,Franche-Comte ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,15.71,19.51,17.11,16.09,22.86,20.3,19.6,18.1,16.3,15.8,19.0,17.6,21.8,17.9,14.2,19.5,12.9,9.3,10.2,10.9,12.8,13.2
3421,M,TOTAL,FR,FR5,FR51,Pays de la Loire ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,17.82,14.68,15.91,17.17,14.25,16.6,16.0,15.8,14.9,16.2,15.0,13.9,15.3,13.9,15.3,16.5,11.9,10.9,11.4,13.0,13.2,10.5
3422,M,TOTAL,FR,FR5,FR52,Bretagne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,24.71,20.22,20.29,20.09,20.21,20.6,19.9,19.5,19.3,19.7,18.1,18.2,19.7,19.7,19.4,18.6,15.1,14.9,14.2,16.0,15.3,13.9
3423,M,TOTAL,FR,FR5,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,19.89,18.13,17.62,19.99,17.16,17.1,19.1,16.8,18.6,17.9,18.7,15.4,15.2,15.2,15.5,16.3,12.7,12.0,10.9,9.6,13.2,12.9
3424,M,TOTAL,FR,FR6,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,17.22,15.14,17.95,15.88,16.27,16.3,16.1,16.6,14.3,14.3,15.2,15.5,14.9,15.1,16.1,15.5,12.0,15.4,11.7,13.1,11.7,11.6
3425,M,TOTAL,FR,FR6,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,16.82,17.71,16.03,18.52,17.39,15.3,18.3,15.6,15.7,18.6,15.1,16.1,17.7,17.9,18.3,17.5,14.7,13.1,13.7,11.9,12.1,11.2
3426,M,TOTAL,FR,FR6,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,20.85,22.82,23.65,28.11,19.35,20.1,19.3,24.6,17.1,18.1,19.6,17.4,17.8,19.8,17.3,17.7,16.6,12.8,15.1,16.2,16.2,16.7
3427,M,TOTAL,FR,FR7,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,15.8,15.02,15.69,15.82,15.41,14.8,13.2,14.1,14.0,12.8,12.8,13.7,12.6,14.1,12.4,13.9,9.4,9.7,9.9,9.4,10.7,10.6
3428,M,TOTAL,FR,FR7,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,20.24,19.84,20.96,22.08,19.99,18.1,18.3,21.1,19.4,19.2,18.0,20.2,20.7,21.7,20.2,18.8,16.0,13.0,12.1,14.9,14.1,12.2
3429,M,TOTAL,FR,FR8,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,19.5,17.01,15.34,16.58,18.94,16.6,15.7,17.4,16.6,18.5,15.0,15.0,17.6,14.5,15.5,16.2,12.4,13.7,12.8,12.8,10.6,12.0
3430,M,TOTAL,FR,FR8,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,18.98,18.45,18.79,17.25,16.56,15.3,15.6,15.9,17.2,14.6,16.4,14.3,16.4,15.3,14.9,15.4,11.1,11.7,10.3,12.0,10.3,10.8
3431,M,TOTAL,FR,FR8,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,16.25,17.03,18.43,15.42,21.37,8.5,14.6,16.8,14.3,11.1,9.2,10.1,16.1,10.4,9.8,16.9,10.2,11.8,11.0,3.9,13.4,9.5
3432,M,TOTAL,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,: ,,,16.17,18.35,18.1,20.9,21.4,15.7,17.6,23.0,11.6,25.2,19.9,15.1,,,,,,,
3433,M,TOTAL,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,: ,,,19.68,17.8,24.2,18.0,14.7,22.2,14.0,22.7,16.3,16.8,23.4,15.3,,,,,,,
3434,M,TOTAL,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,: ,,,4.96,4.21,10.4,10.7,16.4,4.7,10.6,7.0,14.3,12.7,10.0,5.8,,,,,,,
3435,M,TOTAL,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,G,Maladies du systeme nerveux et des organes des sens ,G_H_OTH,Autres maladies du systeme nerveux et des organes des sens ,: ,,,10.62,14.42,14.3,16.6,18.0,15.7,15.2,14.8,14.2,18.7,15.4,14.5,,,,,,,
3436,M,TOTAL,FR,FR,FR,France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,I,Maladies de l'appareil circulatoire ,I,Maladies de l'appareil circulatoire ,208.8,201.39,202.64,207.34,209.04,217.0,219.8,224.4,225.4,226.8,234.7,233.9,249.5,250.2,253.9,,,,,,,
