;unit;sex;age;geo_niv_0;geo_niv_1;geo_niv_2;region;icd10_niv_0;icd10_nom_niv_0;icd10_niv_1;icd10_nom_niv_1;icd10_niv_2;icd10_nom_niv_2;icd10_niv_3;maladies;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994
147881;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;84.2;73.57;78.34;78.45;83.2;80.1;83.4;79.9;81.6;79.7;83.8;82.8;97.4;88.4;100.5;93.9;98;104.7;105.5;99.8;106;103.2
147882;RT;M;TOTAL;FR;FR5;FR52;Bretagne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;94.93;92.81;99.6;99.25;96.67;103.1;100.8;96.8;103.5;98.4;101.2;104.2;107.3;113.3;109.9;114.2;122.5;123.2;126.6;122.7;121.6;125.7
147883;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;90.78;89.61;94.55;94.66;94.04;98.7;94.2;98.5;95.4;100.8;96.7;100.3;98.8;109.1;110;105.3;118.1;120.5;112;117.4;116.1;121.2
147884;RT;M;TOTAL;FR;FR6;FR61;Aquitaine ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;80.9;76.46;74.67;82.43;81.75;82.4;82.8;82.3;82.2;86.3;88.3;85.6;93.3;93.4;99.3;95.4;100.1;105.8;103.4;105.9;107.7;105.5
147885;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;73.33;75.86;68.48;71.99;71.19;80.2;78;81.4;79.2;75.9;82.6;80.4;82;87.5;85.3;83.1;90.1;98.9;92.3;92;94.4;95.6
147886;RT;M;TOTAL;FR;FR6;FR63;Limousin ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;100.3;88.73;94.9;98.66;99.82;99.9;103.4;107.2;88.7;94.9;107.9;108.6;114;110.7;111.4;125.7;116.8;123.6;119;135.3;118.2;121.7
147887;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;62.15;59.71;62.01;64.22;66.07;66.2;67.9;65.8;64.2;64.6;69.3;69.4;73.7;78.7;77;77.7;82.4;86.8;90.5;83;89.8;91.9
147888;RT;M;TOTAL;FR;FR7;FR72;Auvergne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;89.28;83.45;86.59;92.12;91.87;90.4;94.6;86.2;86.2;97.4;93.5;101.6;102.1;101.8;104.8;108.7;110.2;117.4;115.3;116.4;119.5;120.4
147889;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;82.88;78.14;83.6;83.36;85.22;87.2;92.7;86.6;84.7;86.1;91.4;94.6;98.6;101.2;102.2;106.9;111.9;111;107.3;108.2;109.6;114.9
147890;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;79.32;72.85;76.47;78.27;77.9;78;75.8;78;78.2;79.8;79.6;78.7;84.8;87.4;86.1;86.8;93.2;90.2;91.8;93.9;103.7;102.5
147891;RT;M;TOTAL;FR;FR8;FR83;Corse ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;66.88;81.37;80.7;65.53;79.65;89.8;104.3;86.1;85.2;80.4;94.5;92.6;84;92.1;102.8;110.7;119.6;94.6;112;104.8;141.7;126.2
147892;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;: ;: ;: ;86.73;81.63;91.4;93.3;89.9;85.7;92;85.7;84.3;84.7;97.7;96.7;: ;: ;: ;: ;: ;: ;:
147893;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;: ;: ;: ;56.22;67.32;66.1;49.2;79.3;70.4;93.9;80.4;61.2;83.7;79;75.5;: ;: ;: ;: ;: ;: ;:
147894;RT;M;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;: ;: ;: ;83.51;73.33;77.5;83.6;95.5;86.8;102.1;119.3;115.6;113.5;101.9;61.3;: ;: ;: ;: ;: ;: ;:
147895;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89;Causes externes de morbidite et mortalite ;: ;: ;: ;58.31;56.92;59.8;70.3;60.9;63.8;71.4;67;57.6;74.9;79.6;79.5;: ;: ;: ;: ;: ;: ;:
148122;RT;M;TOTAL;FR;FR;FR;France;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.26;1.28;1.09;1.33;1.78;1.9;1.7;2.4;2.7;2.6;2.3;2.4;2.4;2;1.5;: ;: ;: ;: ;: ;: ;:
148123;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;0.85;0.82;0.76;0.99;1.1;1.2;1.2;1.8;1.9;1.8;1.5;1.5;1.5;1.5;0.9;1.1;0.9;1;0.9;0.9;1.2;1.1
148124;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.38;0.92;1.07;2.61;0.92;2.6;2;2.5;2.5;2.8;3.1;2.5;2.8;2;0.8;0.8;0.8;1.2;2;2.6;2;2
148125;RT;M;TOTAL;FR;FR2;FR22;Picardie ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.06;1.48;1.06;1.38;1.81;1.7;1.1;2;2.1;3.3;2.2;2.1;1.6;2.5;1.6;2.6;1.1;1.8;1.4;1.8;2;0.9
148126;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.44;1.23;1.01;1.12;1.8;2.1;0.7;2;2.5;2.6;2.5;3.4;3.3;2.1;1.4;1.2;1.5;1.4;1.5;2.2;1.3;3
148127;RT;M;TOTAL;FR;FR2;FR24;Centre  ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;0.96;1.36;1.36;1.2;1.93;2.1;1.5;2.9;3.1;3.3;2.9;3;2.5;2.5;1.4;1.6;1.3;1.3;1.8;1.9;1;0.8
148128;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;0.84;1.67;0.7;1.12;2.94;2.2;2.2;3.2;3.1;3.1;3;1.7;2.6;2.1;2;1.7;1.6;3;0.9;1.5;1.5;1.9
148129;RT;M;TOTAL;FR;FR2;FR26;Bourgogne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;2.26;1.38;1.13;1.13;2.51;3.5;2.1;2.9;4.9;3.3;2.9;3.1;3.6;3.2;2.2;2;1.8;1.5;2.4;2.5;1.7;2.8
148130;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.36;1.62;1.02;1.43;1.95;1.7;1.6;2.3;2.3;2.5;1.8;2;2.6;2;1.2;1.1;0.9;1.2;1;1.1;1.3;1.3
148131;RT;M;TOTAL;FR;FR4;FR41;Lorraine ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.23;1.4;1.31;1.57;2.09;1;1.4;2.1;1.7;3.2;2.8;1.8;1.5;1.8;1.1;1.2;0.4;1.4;2;1.9;1.3;1.2
148132;RT;M;TOTAL;FR;FR4;FR42;Alsace ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.09;1.2;1.32;1.21;1.32;1.2;2.1;1.4;2.5;1.8;1.8;1.9;1.8;1.6;1.7;0.9;0.8;0.9;0.7;1.3;2.1;2.6
148133;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.73;1.73;0.69;1.38;2.25;2.3;1.4;3;2.5;2.8;1.6;2.5;3.8;2.9;1.4;1.4;1.8;1.1;2;1.6;1.3;2
148134;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.15;1.11;1.17;1.13;2.16;1.6;2.2;2;1.8;1.8;2.6;2.7;2.6;1.8;2.2;1.6;1;1.6;1.5;1.7;1.7;1.6
148135;RT;M;TOTAL;FR;FR5;FR52;Bretagne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.18;1.25;1.51;1.52;1.66;1.8;1.7;2.3;3.4;3.1;3.1;3.6;2.9;2.1;1.4;1.3;1.6;2.4;1.6;1.2;1.4;1.9
148136;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.37;1.38;1.73;1.85;2.32;2.7;2.5;2.5;4.4;4.3;2.4;3;2.3;2.8;2.3;1.6;2.7;2;1.3;1.9;1.8;1.9
148137;RT;M;TOTAL;FR;FR6;FR61;Aquitaine ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.53;1.85;1.19;1.7;2.35;2.2;1.7;3.3;2.8;3;3;3.2;2.7;2.8;1.6;1.8;1.3;1.7;1.5;2.1;1.7;1.8
148138;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.23;1.37;1.25;1.82;1.41;2.1;1.2;2;3.3;2.7;2.8;2.6;2.7;1.8;1.3;1.7;1.2;1.5;2;2.2;2;1.2
148139;RT;M;TOTAL;FR;FR6;FR63;Limousin ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.69;0.85;1.41;2.53;2.24;3.3;1.4;3.9;2.5;2.8;3.4;3.1;5.4;2.6;2.6;4.1;1.2;1.5;2.3;2.6;2.9;3.5
148140;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.25;1.49;1.09;1.16;2.05;2.1;1.8;2.4;2.6;2.5;2.1;2.6;2.5;1.9;1.5;1.2;1;1.3;0.9;1.5;1.4;1.9
148141;RT;M;TOTAL;FR;FR7;FR72;Auvergne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.51;1.67;1.37;1.07;1.68;1.5;2;2.8;2.5;3.4;2.6;3.4;3.1;2;1.4;1.9;1.7;3;3;3;2.4;2.3
148142;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.79;1.43;1.52;1.07;1.71;2;2.4;3.5;2.6;2.8;2.7;3.5;2.3;2.2;2.2;1.8;1.4;1;2;1.3;1.4;1.8
148143;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;1.33;1.09;1.31;1.99;2.04;2.4;2.5;3.3;3.8;2.7;2.5;2.1;2.3;1.8;1.8;1.6;1;1.6;1.4;1.7;1.6;2
148144;RT;M;TOTAL;FR;FR8;FR83;Corse ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;2.5;2.52;: ;1.28;0.65;2.6;2.7;2;4.8;2.1;4.9;1.4;3.7;1.5;: ;1.5;3.1;0.8;: ;2.4;: ;1.6
148145;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;: ;: ;: ;0.98;0.97;2.9;1.9;3.8;1.4;1.9;: ;1;1;1.5;1.5;: ;: ;: ;: ;: ;: ;:
148146;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;: ;: ;: ;1.12;2.78;1.7;0.5;2.2;2.7;2.7;2.7;2.7;1.6;0.5;: ;: ;: ;: ;: ;: ;: ;:
148147;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V01-Y89_OTH;Autres causes externes de morbidite et mortalite ;: ;: ;: ;: ;1.24;1;1.3;3;2.1;1.6;1.1;0.5;0.8;0.8;1.1;: ;: ;: ;: ;: ;: ;:
148417;RT;M;TOTAL;FR;FR;FR;France;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;7.66;7.91;7.56;8.5;9.87;10.4;11.3;11.4;12.1;12.6;13.9;14.1;16.1;19.1;19.8;: ;: ;: ;: ;: ;: ;:
148418;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;3.84;4.33;4.18;4.95;5.37;5.6;5.8;6.2;6.1;6.9;7.3;7.5;8.8;10.1;11.4;11;12.5;12.3;11.3;11.6;13.3;13.5
148419;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;8.28;6.9;7.67;11.04;10.74;11.1;15.7;13.8;14.6;15.3;16.7;15.9;19.9;23.5;26.1;21.8;23.4;25.2;25.6;21.2;22.4;28.5
148420;RT;M;TOTAL;FR;FR2;FR22;Picardie ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;8.37;8.8;9.68;11.28;12.9;10.7;14.7;12.4;16;16.9;14.4;16.6;18;25.8;27.6;24.6;23.4;25.8;24.1;24.2;27;28.2
148421;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;6.88;6.46;7.15;8.29;7.97;9.7;10.7;9.3;10.7;11.9;14;15.4;14.7;21.5;20.5;17.6;18.4;22.6;22.7;23.4;23.7;24.5
148422;RT;M;TOTAL;FR;FR2;FR24;Centre  ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;8.29;8.94;8.72;11.79;12.38;13.5;15.5;15;14.2;15.3;16.6;15.7;19;18.2;27.4;26.5;30.1;28.6;27.7;25.7;27.5;29.6
148423;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;9.34;8.36;7.82;8.8;10.48;11.3;12.9;11.8;14.4;11.5;15.2;15.2;18.4;20.2;19.4;22.9;22.5;20.8;23.9;20.1;21.7;25.1
148424;RT;M;TOTAL;FR;FR2;FR26;Bourgogne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;9.17;8.67;9.06;9.93;11.82;11.4;13.2;13.9;13.4;15.6;18.8;14.5;20.1;24.5;24.6;26.7;28.7;30;28.3;30.8;25.7;24.5
148425;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;6.36;6.03;6.37;6.03;6.35;6.4;8.1;8.7;8.5;10.3;11.1;9.9;13.1;14.3;13.4;14.3;14.6;14.6;12.7;15.5;16.1;13
148426;RT;M;TOTAL;FR;FR4;FR41;Lorraine ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;7.36;7.61;6.2;8.46;11.34;11.2;10.9;10.7;10.2;11.2;13.9;12.3;14;17.8;15.1;22.5;22;21.5;20;20.6;18.4;23.4
148427;RT;M;TOTAL;FR;FR4;FR42;Alsace ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;5.23;7.42;4.83;6.93;7.39;7.2;9.2;7.8;8.7;9.2;8.5;10.5;12.5;17;11.7;15.3;15.2;16.2;16.6;17;18.1;13.8
148428;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;9.15;11.74;8.98;11.42;12.82;12.8;14.4;14.5;16.3;15.3;18.4;18.2;18.4;23;23.2;26.9;22.7;23.8;25.5;20.8;24.4;27.2
148429;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;7.75;8.14;8.71;8.89;10.44;11.6;11.6;10.2;12.3;12.2;13.5;14.3;16.7;18.2;24.1;21.7;22.3;25.5;21.9;22.2;24.5;21.8
148430;RT;M;TOTAL;FR;FR5;FR52;Bretagne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;6.91;8.07;7.69;9;8.67;9.6;10.5;12.8;10.8;12.1;13;14.5;17.5;20;18.2;20.1;22.2;22.3;21;20.1;21.4;21.5
148431;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;10.52;10.1;11.17;9.71;11.71;15.4;12.8;14.9;16.2;14.7;19.1;20.3;18.3;26.1;25.6;22.8;27;25.1;26.3;27.4;24.7;28.9
148432;RT;M;TOTAL;FR;FR6;FR61;Aquitaine ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;9.87;8.22;8.5;11.28;10.68;10.8;12.1;11.9;12.6;14.3;15.8;15.9;18.3;19.6;23.4;23.4;25.6;27.2;25.8;28.5;25;26.3
148433;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;8.31;9.82;9.57;8.81;11.13;12.3;12.9;14.6;14.6;14.4;18.2;15.5;19.6;20.3;21.3;19.6;22.7;25.7;23.2;21.8;24;24.9
148434;RT;M;TOTAL;FR;FR6;FR63;Limousin ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;8.17;8.45;10.42;8.15;8.97;8.6;8.7;12.6;11.5;14.1;15.3;17.1;15.2;21;16.5;24;25.9;22.4;21.5;23.5;19.4;22.2
148435;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;6.74;6.07;7.32;8.48;10.08;10;10.6;10.5;11.4;11.5;12.4;12.3;15.1;18.2;17.9;17.6;18;19.8;20;18.3;20.2;20.8
148436;RT;M;TOTAL;FR;FR7;FR72;Auvergne ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;9.06;10;9.27;8.83;11.29;11.6;13.4;7.7;12.6;15.3;13.8;19.1;17.3;22.6;23.5;19.1;21.5;25.5;24.5;23.4;24.3;24.9
148437;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;11.28;10.31;11.31;12.36;13.35;14.6;15.2;16.5;16.3;16.1;17.5;19.9;20.1;27.4;26.5;28.7;31.5;30.7;28.3;28.7;31.6;30.2
148438;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;8.91;9.75;9.61;9.85;11.21;11.9;12.6;12.5;14.1;13.3;14.4;14.3;16;20;20.5;19.7;23.3;20.3;20.6;20.7;22.8;22.2
148439;RT;M;TOTAL;FR;FR8;FR83;Corse ;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;10.63;13.88;12.07;9.64;14.89;16.4;19.9;20.2;17.7;13.9;24;24.4;23.4;34.2;34;29.2;18;19.7;33.9;27.6;36.2;40.2
148440;RT;M;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;: ;: ;: ;26.95;17.39;23.3;27.6;22.4;27.6;31.5;24.4;31.3;33.4;35;36.1;: ;: ;: ;: ;: ;: ;:
148441;RT;M;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;: ;: ;: ;11.24;8.34;13.8;12;17.4;19.5;28.1;19.4;20;26.1;22.4;23.5;: ;: ;: ;: ;: ;: ;:
148442;RT;M;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;: ;: ;: ;25.63;21.07;19.2;19.6;19.1;18.7;15.4;33.8;32.7;33.9;28.8;15;: ;: ;: ;: ;: ;: ;:
148443;RT;M;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;Toutes causes de mortalite;V_Y_OTH;Causes externes de morbidite et mortalite ;V_Y_OTH;Accidents ;V_Y85;Accidents de transport ;: ;: ;: ;11.12;9.69;9.5;11.1;11.9;15.7;18.6;17.5;16.6;22;24.2;25.9;: ;: ;: ;: ;: ;: ;:
