;unit;sex;age;geo_niv_0;geo_niv_1;geo_niv_2;region;icd10_niv_0;icd10_niv_1;icd10_niv_2;icd10_niv_3;maladies;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994
21789;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;R;R_OTH;Autres symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire (partie restante de R00-R99);34.59;33.68;33.84;38.1;31.39;33.2;32.2;32.8;30.2;32.5;31.5;32.4;38.8;37.2;34.1;35.5;39;37;35.3;34.3;37.7;34.3
21790;RT;F;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;R;R_OTH;Autres symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire (partie restante de R00-R99);61.74;56.83;45.87;50.96;43.18;45.3;48.4;50.5;44.5;43.6;49.5;42.6;50.5;49.3;50.1;42.6;56.9;55.4;61.9;64.1;60.8;52.2
21791;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;R;R_OTH;Autres symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire (partie restante de R00-R99);61.21;53.37;58.2;55.32;50.12;50.8;50.2;51.2;50.6;50.2;50.9;47.6;59.8;56.6;54.9;45.2;65.4;59.3;56.8;58.1;52.9;52
21792;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;R;R_OTH;Autres symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire (partie restante de R00-R99);71.51;66.52;62;67.89;59.3;61.6;64.3;63.6;62.2;60;65.5;61.9;74.3;67.9;62;64.1;77.2;70.6;75.8;67.3;70.4;69.4
21793;RT;F;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;R;R_OTH;Autres symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire (partie restante de R00-R99);64.54;71.3;54.25;58.51;68.34;68;66.2;56.5;57.7;67.6;66.7;57.7;78.1;69.7;77.5;49;68.4;82.7;92.8;88.5;75.9;80.9
21794;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;R;R_OTH;Autres symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire (partie restante de R00-R99);: ;: ;: ;35.76;34.95;44.3;37.4;31.2;31.4;30.7;35.9;29.7;34.4;31.2;26.2;: ;: ;: ;: ;: ;: ;:
21795;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;R;R_OTH;Autres symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire (partie restante de R00-R99);: ;: ;: ;24.42;40.37;39.7;43.3;56.8;46.5;41.9;37.3;35.7;38.8;39.6;35.1;: ;: ;: ;: ;: ;: ;:
21796;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;R;R_OTH;Autres symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire (partie restante de R00-R99);: ;: ;: ;9.88;11.67;18;10.5;16.1;11;9.5;22.6;12.2;27.5;15.5;13.9;: ;: ;: ;: ;: ;: ;:
21797;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;R;R_OTH;Autres symptemes. signes et resultats anormaux d'examens cliniques et de laboratoire (partie restante de R00-R99);: ;: ;: ;14.35;16.32;15.5;16.8;15.8;18.2;17.5;19.3;17.5;19.6;19.4;16.8;: ;: ;: ;: ;: ;: ;:
22288;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;28.85;27.36;28.31;28.92;30.73;30.3;29.1;30.3;30.2;31.6;31.7;32.1;43.3;38.3;38.3;38.6;42.3;42.1;41.5;43.4;44.7;44.4
22289;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;53.81;43.5;48.49;48.18;48.1;49.8;46.2;50.1;45.6;44;52.3;54;54.3;59.3;55.7;53.6;59.1;59.7;61.3;61.5;65.9;64.4
22290;RT;F;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;45.21;42.28;41.69;43.17;44.69;45.4;48;46.4;48.1;47.2;44.4;49.1;55.7;49.3;52.7;54.4;55.6;62.6;54.8;62.2;58.7;57.5
22291;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;43.98;40.57;39.75;42.96;45.59;43.3;44;47.1;44.2;44;46.5;45.3;52.6;52.6;54.7;46.3;54;54.9;54.3;56.3;60.2;57.6
22292;RT;F;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;52;46.85;45.6;47.32;45.87;47.8;48.9;48;48.8;54.1;51.6;55.2;70.1;62.1;66.3;62.5;72.8;68.4;67.3;67.1;72.4;70.2
22293;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;55.39;50.25;50.79;56.84;51.37;53.9;52.3;47.1;51;47.9;52.3;49.6;55.3;56.9;55.2;58.2;70.8;61.4;55.7;59.5;59.1;60.4
22294;RT;F;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;58.19;50.71;54.47;54.41;55.06;54.2;60.1;57.1;56.3;56.3;58.4;56.9;71.2;66.4;67.7;68.8;76.7;71.3;76;76.6;72;73.4
22295;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;46.88;47.31;48.1;49.31;48.36;47.5;45.8;47.5;45.7;46.4;48.1;47.4;50.5;52.2;52.4;54.3;56.7;54.5;52.2;52.3;52.1;55.3
22296;RT;F;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;52.43;43.49;44.27;45.72;43.45;46;48.6;47.6;46.1;46.3;46.8;48.7;49.3;55;50;49.5;52.5;49.5;52;55.8;62.5;57.3
22297;RT;F;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;48.85;40.58;43.44;41.87;40.13;37.8;42.9;36.4;37.3;41.5;43.9;38.3;48.1;43.8;47.3;45.6;48.9;48.3;46.6;52.7;47.7;50.1
22298;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;61.83;52.21;50.55;49.62;49.06;57.5;55.5;52.2;51;49.9;49.8;50.2;59.4;62.8;67.8;64.1;68.9;67.4;59;69.8;66.8;59.4
22299;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;45.78;42.03;44.25;45.24;43.51;48.9;45.7;45.6;46.9;46;50.7;48.4;60.1;54;57.9;58.3;58.7;57.7;58.7;60.4;62.6;63.4
22300;RT;F;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;63.67;55.98;56.82;60.41;62.44;65.3;57.5;55.3;60.6;62.1;62.2;60.1;63;65.8;65.3;69.9;73.3;74;73.7;71.5;73;68.3
22301;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;57.41;55.18;60.85;51.19;52.7;53.3;52;54.1;54.2;53;53.7;54.8;62.9;61.1;62.6;65.6;69.5;73;65.9;66;65;67.9
22302;RT;F;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;52.9;47;50.59;52.88;48.32;50.7;53.7;49.4;49.9;49.2;54.3;51.5;58;58.1;57.8;56.1;62.7;63.6;58.6;60.9;59;59.6
22303;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;53.84;45.3;44.86;48.8;46.09;52;48.6;51.2;48.8;51.9;52.4;53.6;59.3;58.6;57.3;58.1;64;68.6;65.6;60.8;61.7;65.3
22304;RT;F;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;66.61;55.87;61.07;66.97;65.24;66.5;58.8;65.9;59.6;55.5;59.4;72.8;77.6;73.6;79.6;79.9;78.2;87.7;81.9;81.7;82.4;73.9
22305;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;43.25;39.93;41.34;41.78;42.3;43.2;41.6;40.2;41.4;40.5;46;44.4;53.1;52.3;52.2;52.1;56.8;55.8;54.6;53.6;56.8;57.7
22306;RT;F;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;53.77;49.71;52.73;55.25;56.8;55.2;59.9;60;54.3;54.5;59;62.9;64;64.8;70.9;72.4;69.8;74.2;68.3;77.3;71.1;69.2
22307;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;53.43;48.65;50.98;53.91;50.12;54.5;55.4;50.7;49.3;53.1;54.7;53;61.4;61;60.9;65.3;70;68.4;58.9;66.2;62.6;67.7
22308;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;51.65;50.63;50.97;51.17;51.16;50.2;51.2;52;52.5;49.7;52.9;51.7;59.2;59.2;58.4;55.5;62.3;62.3;61;59.4;65.7;62.9
22309;RT;F;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;45;32.35;53.64;40.65;48.46;56.1;36.9;45.6;57;49.9;50.7;57.7;71.9;50.7;50.2;65.8;65.5;60.9;55.8;58.3;60.7;68.7
22310;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;: ;: ;: ;34.48;32;28.8;26.9;23.2;26.3;28.5;25.7;22.4;26.5;26.3;29.3;: ;: ;: ;: ;: ;: ;:
22311;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;: ;: ;: ;16.28;20.42;21.7;21.7;19.7;26.8;20.7;19.4;25.7;24.4;17.9;29.7;: ;: ;: ;: ;: ;: ;:
22312;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;: ;: ;: ;21.41;22.51;24;28.9;22.3;22.9;27.4;34.3;24.4;27.5;28.8;18.6;: ;: ;: ;: ;: ;: ;:
22313;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;V_Y;V_Y;V01-Y89;Causes externes de morbidite et mortalite;: ;: ;: ;20.83;20.05;23.5;19.9;22.7;22.8;24.4;25.3;21.1;22.5;27.3;22.7;: ;: ;: ;: ;: ;: ;:
22540;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;0.67;0.93;0.74;0.86;1.42;1.4;0.9;1.5;1.9;1.8;2.1;2.1;1.6;1.6;1.2;1.3;0.9;1.1;0.9;1.2;1.1;1
22541;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.02;0.58;1.46;1.31;2.33;1.9;1;3.4;2.9;3.2;1.9;4.2;2;2.2;2.2;1.7;1.3;1.5;1.2;1.9;1;1.6
22542;RT;F;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.01;1.01;0.71;1.32;1.73;1.7;1.2;2.6;2;3.1;2.6;1.6;1.6;1.6;2.2;2.1;0.6;1.1;1.2;2;2.2;1.2
22543;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;0.94;0.83;0.73;1.36;1.58;1.8;1.4;1.6;2.9;2.5;2.6;3.2;1.9;2.7;1.7;1.4;1.1;1.9;1.9;2.4;1.2;2.3
22544;RT;F;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.43;1.36;0.98;0.98;1.75;1.4;1.7;2.5;2.5;3;1.6;2.7;2.1;2.3;1.7;1.2;1.4;1.2;1.4;1.6;1.1;1.2
22545;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.18;1.84;1.97;1.97;2.1;2.1;2;2.4;3.6;3.5;2.9;2.4;1.9;3.1;1.5;1.4;1.8;1.4;0.8;1.4;1.2;1.2
22546;RT;F;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.77;2.36;1.78;2.25;2.84;2.6;1.8;2.8;2.7;2.9;3.1;2.3;3.3;2.6;1.7;2.4;1;1.3;2.3;2.1;2.5;1.3
22547;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;0.95;1.24;1;1.19;1.53;1.8;1.8;2.5;2.4;2.6;2;1.6;2;2.1;1.4;1.4;1;1.2;1.4;2;1.4;1.6
22548;RT;F;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1;0.67;1.16;1.5;1.99;2.1;1.2;2;3.1;2.3;2.4;3;2.3;2.1;1.4;0.9;0.3;1.4;1.3;1.3;1.6;1.4
22549;RT;F;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.66;1.46;1.26;0.84;1.26;1.4;2.3;2.2;1.2;1.1;1.8;1.7;1.4;1.8;1.3;1.6;0.9;1.2;1.3;1.1;1.5;2.2
22550;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;2.67;1.67;1.67;1;1.34;2.2;2.2;2;1.9;1.7;2.9;2.4;1.4;3.3;2.1;1.1;1.2;1.1;1.6;1.1;1.1;0.7
22551;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.52;1.21;0.69;1.34;1.29;2.1;1.4;1.8;2.1;2.1;2.2;2.5;2.8;2.5;1.7;1.4;0.8;2;1.7;2.5;1.6;1.7
22552;RT;F;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.3;1.66;1.79;1.38;2.23;2.1;1.5;2.7;3.3;2.9;3.4;2;2.4;2.6;1.6;1.2;1.3;1.8;1.5;1.9;1.6;1.2
22553;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.4;1.19;1.84;2.71;1.63;2;1.2;3.5;2.4;2.8;1.9;2.1;2.8;3.5;1.9;1.8;1.9;2;1.9;2;2.2;2.1
22554;RT;F;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;2;1.55;1.74;1.05;2.06;2.1;1.9;2.1;2.6;1.8;3.3;1.8;2.3;3;1.8;1.9;0.9;1.7;1.3;2;1.1;1.4
22555;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;2.91;0.72;1.19;1.66;1.74;2.4;0.8;2.6;2.5;2;2;2.5;2;1.9;1.9;1.5;1.1;1.2;1.5;2;1.2;1.3
22556;RT;F;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.84;1.31;1.57;1.57;3.39;2.9;2.3;3.1;3.9;2.4;1.6;3.7;3.5;4;1.6;3;2.2;2.2;2.7;3.8;2.4;1.6
22557;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;0.83;0.72;1.12;1.44;1.3;1.6;1.1;2.2;2.4;2.3;2.1;2.6;2.1;2.1;1.1;1.5;1.3;1.4;1.5;1.9;1.2;1.6
22558;RT;F;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.56;2.56;1.29;2.29;2.44;2.6;3;3.2;4.2;2.8;4.1;3.5;3.5;4.4;2.5;2.4;1.5;1.6;1.9;3;2.8;2.7
22559;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.58;1.8;1.75;1.49;1.65;1.8;1.3;2.4;1.7;3.1;2.5;2.9;2.1;2.2;1.6;2;0.9;1.3;2;1.4;1.4;1.3
22560;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.34;1.42;1.16;1.44;1.67;1.8;1.4;2.9;3.7;3.2;3.1;2.8;2.6;3.3;2.3;1.6;0.8;1.3;1.4;1.5;1.1;1.1
22561;RT;F;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;1.78;1.2;3.66;0.62;0.62;2.5;1.3;2.6;2.6;2;2;4.1;4.8;0.7;0.7;0.7;: ;0.8;1.5;: ;0.8;:
22562;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;: ;: ;: ;1.7;1.68;1.3;0.8;3.4;1.7;2.1;2.1;1.3;0.9;1.8;2.7;: ;: ;: ;: ;: ;: ;:
22563;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;: ;: ;: ;1.44;0.95;2.4;0.9;: ;2.8;1.4;3.3;1.4;1.9;1.4;2.9;: ;: ;: ;: ;: ;: ;:
22564;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;: ;: ;: ;: ;0.83;: ;: ;: ;0.9;1.9;: ;: ;: ;1.1;: ;: ;: ;: ;: ;: ;: ;:
22565;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;V_Y;V_Y;V01-Y89_OTH;Causes externes de morbidite et mortalite;: ;: ;: ;0.23;1.17;0.5;0.7;0.5;1.5;1;1;0.5;0.3;2.4;0.5;: ;: ;: ;: ;: ;: ;:
126907;RT;M;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.63;0.74;0.97;0.63;0.91;0.8;1.1;1.2;1.1;1.4;1.5;1.3;1.6;1.5;2.2;1.8;1.8;2.1;2.3;1.7;2;2
126908;RT;M;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.61;1.23;0.61;0.92;0.61;0.5;0.9;1.1;1.1;0.6;0.3;0.9;1.2;2.3;1.4;1.5;2.1;2.1;0.6;1.4;2;2.4
126909;RT;M;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.95;0.95;1.6;0.64;0.75;0.6;1;0.9;1;1.3;1.3;1;1.7;1;1;1.6;1.6;2.1;1.8;2.1;1.3;3
126910;RT;M;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;1.11;0.89;0.45;0.45;0.9;0.8;1.2;0.9;1.7;1.7;1;1.9;1.8;2.8;2.5;2.4;2;2.5;2.4;2;2;1.9
126911;RT;M;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.32;0.48;0.4;0.96;0.56;1;1.3;1.1;1;1.1;1.1;1.3;1.7;2.3;1.9;2.5;2.6;2.5;1.9;2.1;3;3.5
126912;RT;M;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;1.11;0.84;0.28;0.98;1.4;1.3;1.1;1.4;0.7;1.1;1;1.7;2;1;1.6;2.2;2.9;2.6;2.2;2.8;3.1;2
126913;RT;M;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.5;0.13;0.88;0.88;1.76;1.1;1.8;1.1;1.9;1;2.5;1.9;2;2.4;1.9;1.7;2.4;2.3;2.4;2.7;2.8;2.5
126914;RT;M;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.4;0.66;0.51;0.97;1.18;1.1;1.4;1.3;0.9;1.1;1.3;1.3;1.3;1.6;1.8;2.1;1.6;2.6;2.5;2.3;2.3;2.3
126915;RT;M;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.96;0.7;0.7;0.7;1.22;0.9;0.5;0.9;1.1;1.2;1.8;1.6;1.3;2;2.3;1.5;1.7;2.2;1.6;1.3;1.7;2.5
126916;RT;M;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.76;1.31;0.88;1.32;0.88;0.7;1.4;0.9;0.7;1;1.5;0.9;1.5;1;1.4;0.8;1.5;2.1;1.1;1.1;1.6;1.2
126917;RT;M;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.69;1.21;0.86;0.87;0.35;0.9;1.2;0.9;0.7;1.1;1.6;0.9;1.8;1.3;1.3;2.2;0.4;2.5;2.7;1.8;1.5;2
126918;RT;M;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.49;0.78;0.89;0.68;0.74;0.8;0.9;1.3;1.3;1.5;1.7;1.4;1.9;1.4;2.1;2.7;2.3;2.5;1.7;1.9;3.2;2.7
126919;RT;M;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.62;1.25;1.2;0.7;1.47;1.9;1.8;1.5;1.8;2.5;2.2;1.9;1.9;2.6;2.9;3.4;3.2;3.1;3.6;3;2.8;3.2
126920;RT;M;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.57;0.46;0.92;1.16;0.58;1.9;0.6;1.3;1.3;1;1.6;2.1;1.8;2.4;1.8;1.6;2.9;3.1;2;1.9;3;3.4
126921;RT;M;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.43;0.19;0.44;0.44;0.57;1;1.2;0.7;1.2;1.1;1.7;1.7;1.4;2.1;1.9;2.4;2.4;2.7;2.1;2.3;2.4;2.6
126922;RT;M;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.82;0.62;0.35;0.42;1.06;1.2;0.6;0.9;1.2;1.3;1.2;1;2.8;1.3;1.9;2.3;2.4;3.6;1.7;1.9;1.9;3
126923;RT;M;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.56;1.13;1.13;0.56;1.68;2;0.6;2.2;2;1.7;3.4;1.4;1.4;2.6;2.3;2.6;2;3.2;2.9;3.5;3.2;2.6
126924;RT;M;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.66;0.57;0.83;0.77;1.14;1.1;0.9;1.1;1.2;1.1;1;1.6;1.7;1.4;1.2;2;2.6;3.1;1.8;2.1;2.2;2.2
126925;RT;M;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.91;0.45;0.91;1.22;0.92;0.9;1.4;0.8;1.7;0.9;1.5;1.6;1.9;1.7;1.4;1.6;1.3;1.3;1.9;2.7;2.4;1.7
126926;RT;M;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.52;0.75;1.06;0.54;1.24;0.9;1;1;0.8;1.4;1.2;1.3;1.6;1.7;1.3;1.7;1.8;2;2.4;2.6;2.6;2.2
126927;RT;M;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;0.96;0.5;0.55;0.89;0.76;0.8;1.5;0.9;1.1;1.4;1.5;1.5;2;1.4;1.8;2.9;1.7;2.1;1.7;2.3;1.8;2.4
126928;RT;M;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;A_B;A15-A19_B90;Tuberculose;1.25;0.63;0.64;: ;:;0.7;: ;2;: ;: ;1.4;3.6;0.7;: ;1.5;3.1;3.1;2.4;1.6;2.4;3.1;:
