,sex,age,geo_niv_0,geo_niv_1,nom_geo_niv_1,geo_niv_2,region,icd10_niv_0,icd10_nom_niv_1,icd10_niv_1,icd10_nom_niv_1.1,icd10_niv_2,icd10_nom_niv_2,icd10_niv_3,maladies,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
794,F,TOTAL,FR,FR7,Centre-Est  ,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,5.87,6.25,6.59,6.31,6.21,5.9,6.2,6.2,5.5,6.0,6.8,6.7,6.0,7.1,7.5,7.5,5.9,5.1,5.1,5.6,6.1,5.7
795,F,TOTAL,FR,FR7,Centre-Est  ,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,9.1,7.98,9.15,7.16,6.74,6.3,8.5,8.2,7.1,8.7,7.6,7.9,8.8,7.8,8.1,7.5,5.8,5.8,4.9,6.8,3.4,6.7
796,F,TOTAL,FR,FR8,Mediterranee ,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,7.23,5.48,7.01,6.87,6.66,6.0,5.6,6.3,7.5,6.9,6.9,6.4,7.2,9.1,6.9,7.3,6.6,6.2,4.8,5.3,4.4,4.8
797,F,TOTAL,FR,FR8,Mediterranee ,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,7.16,6.93,7.31,7.33,6.89,6.0,7.2,6.3,6.5,6.7,7.6,6.1,7.7,8.0,6.4,7.9,6.1,5.3,5.4,5.0,4.9,5.3
798,F,TOTAL,FR,FR8,Mediterranee ,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,6.51,5.99,14.02,8.62,4.35,11.3,7.6,10.3,4.5,6.6,3.3,5.4,7.6,6.3,8.6,5.8,6.0,8.3,5.3,3.8,4.6,4.6
799,F,TOTAL,,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,,,,3.41,2.11,4.2,2.1,2.1,3.4,2.6,1.7,2.2,1.7,1.3,0.9,,,,,,,
800,F,TOTAL,,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,,,,3.83,4.75,2.8,3.3,4.2,4.7,2.8,1.4,1.0,2.4,2.9,2.4,,,,,,,
801,F,TOTAL,,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,,,,0.82,3.33,0.9,2.6,2.7,,1.9,2.0,1.0,,2.2,2.3,,,,,,,
802,F,TOTAL,,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,M,"Maladies du systeme osteo-articulaire, des muscles et du tissu conjonctif ",M_OTH,Autres maladies du systeme osteo-articulaire. des muscles et du tissu conjonctif ,,,,3.93,1.87,3.1,2.1,2.9,1.9,2.0,2.8,1.8,3.1,2.4,1.6,,,,,,,
803,F,TOTAL,FR,FR1,ile de France,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,7.35,7.58,7.01,7.66,7.59,8.8,8.1,7.9,8.3,7.4,7.9,7.4,7.6,7.6,7.6,7.4,7.9,7.7,6.5,7.1,7.5,7.8
804,F,TOTAL,FR,FR2,Bassin Parisien ,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,13.24,14.84,13.69,13.1,12.83,15.2,14.3,13.1,12.8,12.1,10.8,10.8,8.4,8.9,10.1,8.0,10.4,7.9,9.5,11.3,10.8,8.1
805,F,TOTAL,FR,FR2,Bassin Parisien ,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,13.22,13.76,11.06,12.09,13.34,13.6,14.5,13.5,11.8,11.6,10.2,10.8,11.8,12.6,11.0,11.1,11.1,10.5,10.4,9.8,11.4,8.8
806,F,TOTAL,FR,FR2,Bassin Parisien ,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,13.1,12.2,9.94,10.16,10.5,13.0,10.7,10.4,11.4,12.3,10.5,11.1,12.1,11.8,12.6,10.0,10.6,10.4,8.5,8.7,9.8,10.3
807,F,TOTAL,FR,FR2,Bassin Parisien ,FR24,Centre  ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,12.92,10.62,12.53,11.05,9.8,11.7,10.7,10.7,11.6,11.8,12.2,9.3,11.2,10.9,9.5,9.0,9.3,10.6,10.8,10.2,7.3,10.1
808,F,TOTAL,FR,FR2,Bassin Parisien ,FR25,Basse-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,14.04,13.12,12.99,10.9,11.3,11.8,10.1,9.8,11.6,10.8,11.1,10.0,9.1,10.4,10.2,10.2,9.2,8.5,9.5,8.1,9.8,8.7
809,F,TOTAL,FR,FR2,Bassin Parisien ,FR26,Bourgogne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,12.42,13.0,12.2,11.83,13.59,13.6,14.9,11.9,13.7,12.4,13.1,10.7,11.2,10.4,11.4,11.2,9.4,12.1,11.2,11.5,10.1,10.5
810,F,TOTAL,FR,FR3,Nord - Pas-de-Calais ,FR30,Nord - Pas-de-Calais ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,15.74,14.63,13.74,14.46,13.43,16.9,16.9,15.0,14.1,13.6,13.6,12.0,13.3,12.8,11.5,11.1,12.2,10.6,9.9,10.8,9.5,8.8
811,F,TOTAL,FR,FR4,Est  ,FR41,Lorraine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,15.64,13.77,13.4,14.96,13.54,15.1,12.8,11.3,13.9,13.4,10.5,11.3,11.0,11.7,9.9,8.4,9.6,8.2,10.6,8.8,9.2,8.8
812,F,TOTAL,FR,FR4,Est  ,FR42,Alsace ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,13.59,12.38,12.46,11.75,10.85,12.8,11.7,10.0,10.6,12.0,11.0,10.7,8.5,10.0,9.9,8.4,10.9,7.8,8.7,7.6,8.2,7.8
813,F,TOTAL,FR,FR4,Est  ,FR43,Franche-Comte ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,13.5,10.68,13.01,10.86,9.88,13.4,10.6,8.8,12.2,8.7,9.6,9.3,11.6,9.9,8.5,7.5,10.7,9.7,7.1,6.9,8.1,6.8
814,F,TOTAL,FR,FR5,Ouest  ,FR51,Pays de la Loire ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,11.86,11.38,9.44,10.64,8.03,11.5,10.0,10.5,10.6,10.3,10.4,9.6,10.9,8.2,10.5,7.8,7.8,7.5,7.3,9.9,8.7,7.6
815,F,TOTAL,FR,FR5,Ouest  ,FR52,Bretagne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,12.2,12.5,9.78,10.43,8.8,11.1,12.2,10.3,10.8,11.3,9.4,9.9,10.7,9.4,8.8,9.4,9.1,8.7,9.8,9.2,7.2,8.2
816,F,TOTAL,FR,FR5,Ouest  ,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,14.49,10.24,11.13,12.47,11.21,12.8,12.3,9.9,11.9,10.5,10.7,11.7,10.8,10.4,12.2,8.8,8.4,8.2,9.7,8.4,12.3,9.5
817,F,TOTAL,FR,FR6,Sud-Ouest  ,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,11.52,11.15,11.66,9.52,9.31,12.1,10.4,13.0,9.9,10.0,9.7,10.3,10.3,11.5,10.4,8.9,8.9,9.5,10.1,10.1,10.0,9.5
818,F,TOTAL,FR,FR6,Sud-Ouest  ,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,13.12,12.12,8.71,11.49,9.77,12.9,9.4,10.3,9.7,10.0,11.8,11.1,10.1,12.5,9.3,8.9,9.7,11.0,11.1,10.2,9.8,10.8
819,F,TOTAL,FR,FR6,Sud-Ouest  ,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,15.47,16.0,14.41,13.6,12.53,12.2,14.3,12.2,13.6,13.4,11.4,13.1,13.7,11.6,11.6,9.7,14.1,12.5,13.6,12.7,12.2,12.7
820,F,TOTAL,FR,FR7,Centre-Est  ,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,10.37,9.35,9.87,9.65,9.36,11.0,10.5,9.8,9.6,8.3,9.7,8.8,8.7,9.3,8.5,7.8,8.9,9.0,9.2,8.1,7.9,7.9
821,F,TOTAL,FR,FR7,Centre-Est  ,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,11.95,13.1,12.57,12.31,11.91,14.8,11.7,15.3,13.4,11.9,14.7,11.8,12.7,11.3,11.5,12.1,11.9,9.8,9.7,13.2,12.0,11.0
822,F,TOTAL,FR,FR8,Mediterranee ,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,15.01,12.91,12.06,12.89,10.52,14.6,14.1,14.5,11.7,13.1,12.4,10.9,12.5,13.1,11.0,10.9,11.7,11.0,10.9,12.5,11.1,12.7
823,F,TOTAL,FR,FR8,Mediterranee ,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,12.06,10.77,11.53,11.72,11.13,12.9,12.0,12.8,11.3,10.7,12.1,11.1,11.8,11.6,10.4,10.3,10.8,10.9,11.6,11.3,10.8,11.9
824,F,TOTAL,FR,FR8,Mediterranee ,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,16.58,11.38,12.19,12.93,14.29,15.1,9.5,12.2,15.5,11.2,10.0,10.9,9.0,16.2,15.1,13.2,12.6,9.8,15.1,12.1,16.7,6.1
825,F,TOTAL,,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,,,,8.51,9.26,7.5,12.6,8.9,8.1,10.6,8.1,12.1,7.4,6.6,4.4,,,,,,,
826,F,TOTAL,,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,,,,4.31,7.12,9.4,7.5,4.7,6.6,4.7,10.4,4.8,2.9,6.3,6.3,,,,,,,
827,F,TOTAL,,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,,,,3.29,4.17,1.7,1.7,3.6,3.7,3.8,2.0,3.0,3.2,4.4,2.3,,,,,,,
828,F,TOTAL,,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N00-N29,Maladies du rein et de l'uretere,,,,6.48,6.76,5.2,7.1,9.8,5.8,7.1,8.0,8.6,10.3,8.9,8.5,,,,,,,
829,F,TOTAL,FR,FR1,ile de France,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,2.73,2.39,2.12,2.45,2.33,2.5,2.3,2.6,2.8,2.5,2.6,2.4,3.6,2.8,2.8,2.8,3.7,3.0,3.0,2.6,3.0,3.1
830,F,TOTAL,FR,FR2,Bassin Parisien ,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,4.8,3.2,4.51,2.77,3.21,5.1,3.5,3.1,2.9,1.9,4.2,4.1,4.8,3.9,2.3,2.9,3.6,4.7,3.3,3.3,3.3,5.4
831,F,TOTAL,FR,FR2,Bassin Parisien ,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,4.34,4.35,3.35,4.16,3.87,3.0,3.6,2.9,3.6,2.6,4.8,4.3,4.7,2.5,3.5,2.2,3.2,3.1,2.7,3.7,2.9,2.8
832,F,TOTAL,FR,FR2,Bassin Parisien ,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,2.81,2.5,3.56,2.2,2.63,2.6,3.8,3.8,3.9,3.1,3.3,3.1,3.7,3.8,3.6,3.0,3.8,4.2,4.2,5.2,4.0,2.8
833,F,TOTAL,FR,FR2,Bassin Parisien ,FR24,Centre  ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,3.91,3.09,2.87,4.16,3.19,3.6,3.1,3.4,2.5,3.5,3.2,2.0,3.5,2.8,3.3,2.9,3.0,3.0,3.7,1.9,3.5,2.6
834,F,TOTAL,FR,FR2,Bassin Parisien ,FR25,Basse-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,3.54,3.15,1.71,3.68,2.23,2.9,3.0,3.4,2.9,2.8,2.7,1.9,3.1,2.8,2.0,2.3,2.5,2.9,1.6,2.5,3.6,4.6
835,F,TOTAL,FR,FR2,Bassin Parisien ,FR26,Bourgogne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,4.26,4.02,4.97,3.19,4.73,5.3,3.7,4.4,4.9,4.5,3.6,3.6,5.4,4.2,4.1,4.1,4.3,5.0,4.1,3.6,5.4,3.9
836,F,TOTAL,FR,FR3,Nord - Pas-de-Calais ,FR30,Nord - Pas-de-Calais ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,2.8,3.04,2.91,3.06,2.72,3.9,3.1,3.5,3.4,2.7,2.3,2.4,3.7,3.0,2.9,2.2,4.0,3.0,2.3,3.1,2.9,2.2
837,F,TOTAL,FR,FR4,Est  ,FR41,Lorraine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,4.1,4.01,2.75,3.49,2.58,3.3,2.8,2.8,3.4,3.0,3.4,2.1,3.7,3.2,2.2,2.9,3.4,2.6,3.0,3.1,3.5,4.2
838,F,TOTAL,FR,FR4,Est  ,FR42,Alsace ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,3.53,4.16,2.09,3.67,3.48,4.2,5.0,3.5,3.8,4.2,4.6,2.8,4.2,3.3,3.1,2.3,3.8,3.9,2.9,3.2,3.7,1.9
839,F,TOTAL,FR,FR4,Est  ,FR43,Franche-Comte ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,3.67,2.84,2.17,1.67,2.51,2.5,2.5,2.9,1.9,3.1,3.1,2.4,1.9,1.6,2.8,2.6,1.6,3.9,3.5,2.7,3.9,2.8
840,F,TOTAL,FR,FR5,Ouest  ,FR51,Pays de la Loire ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,2.51,3.05,2.23,2.51,1.46,2.4,2.2,3.4,2.4,1.7,2.2,1.7,2.8,2.6,2.5,2.6,3.4,2.9,2.7,2.8,3.2,2.9
841,F,TOTAL,FR,FR5,Ouest  ,FR52,Bretagne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,2.83,1.9,2.15,2.46,2.35,2.4,2.6,2.8,3.2,2.8,3.3,3.0,3.3,3.3,3.1,3.4,4.1,3.4,3.2,3.4,2.9,1.8
842,F,TOTAL,FR,FR5,Ouest  ,FR53,Poitou-Charentes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,3.11,2.26,2.59,2.6,1.74,2.7,2.7,3.6,2.2,1.6,2.8,3.2,3.7,3.1,2.7,2.9,3.8,4.0,4.9,3.4,2.8,3.3
843,F,TOTAL,FR,FR6,Sud-Ouest  ,FR61,Aquitaine ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,4.05,4.25,3.42,3.86,3.12,4.5,3.6,4.0,2.6,2.9,3.6,4.0,3.5,2.8,2.3,2.7,4.2,4.6,3.1,3.2,4.0,4.0
844,F,TOTAL,FR,FR6,Sud-Ouest  ,FR62,Midi-Pyrenees ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,2.84,1.56,3.17,2.59,3.08,3.1,3.0,3.1,2.6,2.6,3.0,2.2,3.9,2.3,2.5,2.6,3.2,3.1,2.5,2.5,2.2,3.1
845,F,TOTAL,FR,FR6,Sud-Ouest  ,FR63,Limousin ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,3.41,3.41,2.62,1.83,2.09,3.9,4.2,3.6,2.4,3.2,4.2,1.9,3.5,1.9,4.3,2.7,4.6,4.9,3.5,4.1,5.4,2.4
846,F,TOTAL,FR,FR7,Centre-Est  ,FR71,Rhone-Alpes ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,2.74,2.77,2.61,2.79,1.82,3.4,2.3,3.5,2.6,3.0,3.1,2.4,4.0,3.1,3.8,3.0,3.8,4.1,3.3,3.4,3.9,3.2
847,F,TOTAL,FR,FR7,Centre-Est  ,FR72,Auvergne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,5.69,4.7,3.29,3.86,3.44,3.2,5.5,3.8,3.3,4.3,3.1,4.2,5.0,3.2,3.1,3.5,4.9,4.3,2.4,2.7,2.2,3.6
848,F,TOTAL,FR,FR8,Mediterranee ,FR81,Languedoc-Roussillon ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,2.62,2.64,2.45,1.7,2.58,3.0,4.0,3.2,2.8,3.4,2.9,1.9,3.5,3.0,3.0,3.1,4.5,3.5,3.2,3.1,3.1,3.9
849,F,TOTAL,FR,FR8,Mediterranee ,FR82,Provence-Alpes-Cote d'Azur ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,4.17,4.66,4.37,3.14,3.58,5.0,3.8,3.8,3.4,3.8,2.8,3.3,3.8,3.6,3.3,2.9,3.4,3.2,3.1,2.1,2.7,2.3
850,F,TOTAL,FR,FR8,Mediterranee ,FR83,Corse ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,2.37,1.8,1.83,1.23,0.62,1.9,2.5,1.3,2.6,2.6,2.0,1.4,2.8,2.8,2.9,2.9,2.2,,,0.8,1.5,0.8
851,F,TOTAL,,,,FR91,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,,,,0.85,1.26,4.2,2.1,2.1,3.0,3.0,1.3,1.7,0.4,1.3,2.2,,,,,,,
852,F,TOTAL,,,,FR92,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,,,,1.92,2.37,2.8,1.4,1.4,5.6,1.9,1.4,1.4,2.4,3.4,5.4,,,,,,,
853,F,TOTAL,,,,FR93,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,,,,0.82,0.83,0.9,,0.9,,,1.0,1.0,1.1,,,,,,,,,
854,F,TOTAL,,,,FR94,,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,N,Maladies de l'appareil genito-urinaire ,N_OTH,Autres maladies de l'appareil genito-urinaire ,,,,1.62,1.63,1.4,1.4,1.0,1.5,0.7,1.5,1.8,1.0,1.3,1.1,,,,,,,
855,F,TOTAL,FR,FR1,ile de France,FR10,ile de France,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.19,0.26,0.26,0.23,0.33,0.2,0.1,0.4,0.2,0.2,0.3,0.4,0.2,0.4,0.5,0.4,0.5,0.6,0.6,0.7,0.9,1.4
856,F,TOTAL,FR,FR2,Bassin Parisien ,FR21,Champagne-Ardenne ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.15,0.44,0.15,0.29,0.29,0.3,0.4,0.1,,0.6,0.4,0.4,0.3,0.4,,0.3,0.3,0.4,0.3,0.3,0.9,2.8
857,F,TOTAL,FR,FR2,Bassin Parisien ,FR22,Picardie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.2,0.3,0.2,0.1,0.41,0.2,0.1,0.5,0.4,0.3,0.3,0.3,0.2,0.3,0.4,0.7,0.6,0.1,0.5,0.4,0.7,1.2
858,F,TOTAL,FR,FR2,Bassin Parisien ,FR23,Haute-Normandie ,A-R_V-Y,Toutes causes de mortalite,A_U,Causes interne de morbidite et mortalite ,R,"Symptemes, signes et resultats anormaux d'examens cliniques et de laboratoire, non classes ailleurs ",R95,Syndrome de la mort subite du nourrisson,0.31,0.1,0.31,0.73,0.42,0.2,0.5,0.4,0.4,0.3,0.3,0.3,0.2,0.3,0.4,0.3,0.7,0.5,0.2,0.5,0.9,0.7
